"","island","item","wh","gap","region","model","surprisal"
"834","wh",18,"what","gap","continuation","JRNN",18.8782124519349
"835","wh",18,"what","gap","continuation","NGRAM",14.8846007165926
"836","wh",18,"what","nogap","embed_obj","GPT2",21.0379586219787
"837","wh",18,"what","nogap","embed_obj","GPT3",16.4229564
"838","wh",18,"what","nogap","embed_obj","GRNN",31.5140676498413
"839","wh",18,"what","nogap","embed_obj","JRNN",31.6980619430541
"840","wh",18,"what","nogap","embed_obj","NGRAM",37.5646137660138
"841","wh",19,"that","gap","continuation","GPT2",12.4789354801178
"842","wh",19,"that","gap","continuation","GPT3",15.7580023
"843","wh",19,"that","gap","continuation","GRNN",26.2906942367554
"844","wh",19,"that","gap","continuation","JRNN",16.9325923919677
"845","wh",19,"that","gap","continuation","NGRAM",12.5475034548197
"846","wh",19,"that","nogap","embed_obj","GPT2",11.1897718906403
"847","wh",19,"that","nogap","embed_obj","GPT3",11.7733595
"848","wh",19,"that","nogap","embed_obj","GRNN",17.513703584671
"849","wh",19,"that","nogap","embed_obj","JRNN",15.8853168487549
"850","wh",19,"that","nogap","embed_obj","NGRAM",27.9849534734056
"851","wh",19,"what","gap","continuation","GPT2",12.1310939788818
"852","wh",19,"what","gap","continuation","GPT3",14.3334232
"853","wh",19,"what","gap","continuation","GRNN",26.2090454101563
"854","wh",19,"what","gap","continuation","JRNN",16.9533994197845
"855","wh",19,"what","gap","continuation","NGRAM",12.5475034548197
"856","wh",19,"what","nogap","embed_obj","GPT2",11.4727063179016
"857","wh",19,"what","nogap","embed_obj","GPT3",11.2004655
"858","wh",19,"what","nogap","embed_obj","GRNN",17.9701261520386
"859","wh",19,"what","nogap","embed_obj","JRNN",15.9701087474823
"860","wh",19,"what","nogap","embed_obj","NGRAM",27.9849534734056
"861","wh",20,"that","gap","continuation","GPT2",12.8522138595581
"862","wh",20,"that","gap","continuation","GPT3",11.309244
"863","wh",20,"that","gap","continuation","GRNN",25.9662141799926
"864","wh",20,"that","gap","continuation","JRNN",19.1870212554931
"865","wh",20,"that","gap","continuation","NGRAM",19.6348488500844
"866","wh",20,"that","nogap","embed_obj","GPT2",7.89350938796997
"867","wh",20,"that","nogap","embed_obj","GPT3",8.3908319
"868","wh",20,"that","nogap","embed_obj","GRNN",15.1257319450378
"869","wh",20,"that","nogap","embed_obj","JRNN",9.8436450958252
"870","wh",20,"that","nogap","embed_obj","NGRAM",22.0661749500981
"871","wh",20,"what","gap","continuation","GPT2",13.5185165405273
"872","wh",20,"what","gap","continuation","GPT3",11.6167937
"873","wh",20,"what","gap","continuation","GRNN",25.6746635437012
"874","wh",20,"what","gap","continuation","JRNN",18.9362096786499
"875","wh",20,"what","gap","continuation","NGRAM",19.6348488500844
"876","wh",20,"what","nogap","embed_obj","GPT2",7.9571270942688
"877","wh",20,"what","nogap","embed_obj","GPT3",8.2451758
"878","wh",20,"what","nogap","embed_obj","GRNN",15.0599994659424
"879","wh",20,"what","nogap","embed_obj","JRNN",10.1765217781067
"880","wh",20,"what","nogap","embed_obj","NGRAM",22.0661749500981
"881","wh",21,"that","gap","continuation","GPT2",12.0803761482239
"882","wh",21,"that","gap","continuation","GPT3",10.36029072
"883","wh",21,"that","gap","continuation","GRNN",16.6903049945831
"884","wh",21,"that","gap","continuation","JRNN",16.6435152292252
"885","wh",21,"that","gap","continuation","NGRAM",31.1512288580898
"886","wh",21,"that","nogap","embed_obj","GPT2",6.9213891029358
"887","wh",21,"that","nogap","embed_obj","GPT3",4.4686767
"888","wh",21,"that","nogap","embed_obj","GRNN",8.39935111999512
"889","wh",21,"that","nogap","embed_obj","JRNN",8.68684291839599
"890","wh",21,"that","nogap","embed_obj","NGRAM",15.3841910496293
"891","wh",21,"what","gap","continuation","GPT2",12.0248070657253
"892","wh",21,"what","gap","continuation","GPT3",10.17682067
"893","wh",21,"what","gap","continuation","GRNN",16.7312064170837
"894","wh",21,"what","gap","continuation","JRNN",16.8663816452026
"895","wh",21,"what","gap","continuation","NGRAM",31.1512288580898
"896","wh",21,"what","nogap","embed_obj","GPT2",7.45921730995178
"897","wh",21,"what","nogap","embed_obj","GPT3",4.4508791
"898","wh",21,"what","nogap","embed_obj","GRNN",8.17662692070008
"899","wh",21,"what","nogap","embed_obj","JRNN",9.73007893562317
"900","wh",21,"what","nogap","embed_obj","NGRAM",15.3841910496293
"901","wh",22,"that","gap","continuation","GPT2",19.4614028930664
"902","wh",22,"that","gap","continuation","GPT3",20.5416446
"903","wh",22,"that","gap","continuation","GRNN",22.6961138248443
"904","wh",22,"that","gap","continuation","JRNN",26.7550930976868
"905","wh",22,"that","gap","continuation","NGRAM",35.2426138951214
"906","wh",22,"that","nogap","embed_obj","GPT2",14.4107398986816
"907","wh",22,"that","nogap","embed_obj","GPT3",16.2637982
"908","wh",22,"that","nogap","embed_obj","GRNN",16.2335147857666
"909","wh",22,"that","nogap","embed_obj","JRNN",15.4581823348999
"910","wh",22,"that","nogap","embed_obj","NGRAM",34.3714002456207
"911","wh",22,"what","gap","continuation","GPT2",19.1080183982849
"912","wh",22,"what","gap","continuation","GPT3",19.1978257
"913","wh",22,"what","gap","continuation","GRNN",23.4243359565735
"914","wh",22,"what","gap","continuation","JRNN",27.5400896072388
"915","wh",22,"what","gap","continuation","NGRAM",35.2426138951214
"916","wh",22,"what","nogap","embed_obj","GPT2",14.5244369506836
"917","wh",22,"what","nogap","embed_obj","GPT3",15.4496425
"918","wh",22,"what","nogap","embed_obj","GRNN",16.2273054122925
"919","wh",22,"what","nogap","embed_obj","JRNN",15.4379968643189
"920","wh",22,"what","nogap","embed_obj","NGRAM",34.3714002456207
"921","wh",23,"that","gap","continuation","GPT2",11.172324180603
"922","wh",23,"that","gap","continuation","GPT3",8.4526058
"923","wh",23,"that","gap","continuation","GRNN",23.1575994491577
"924","wh",23,"that","gap","continuation","JRNN",14.1141562461853
"925","wh",23,"that","gap","continuation","NGRAM",13.4097536841388
"926","wh",23,"that","nogap","embed_obj","GPT2",9.13791620731354
"927","wh",23,"that","nogap","embed_obj","GPT3",8.3831843
"928","wh",23,"that","nogap","embed_obj","GRNN",15.3572313785553
"929","wh",23,"that","nogap","embed_obj","JRNN",13.6496345996857
"930","wh",23,"that","nogap","embed_obj","NGRAM",32.9274931406492
"931","wh",23,"what","gap","continuation","GPT2",11.1132032871246
"932","wh",23,"what","gap","continuation","GPT3",13.011712
"933","wh",23,"what","gap","continuation","GRNN",22.1223659515381
"934","wh",23,"what","gap","continuation","JRNN",13.227058172226
"935","wh",23,"what","gap","continuation","NGRAM",13.4097536841388
"936","wh",23,"what","nogap","embed_obj","GPT2",9.29808378219605
"937","wh",23,"what","nogap","embed_obj","GPT3",9.7602527
"938","wh",23,"what","nogap","embed_obj","GRNN",15.6739048957825
"939","wh",23,"what","nogap","embed_obj","JRNN",15.4418730735779
"940","wh",23,"what","nogap","embed_obj","NGRAM",32.9274931406492
"941","wh",24,"that","gap","continuation","GPT2",12.3039728403092
"942","wh",24,"that","gap","continuation","GPT3",11.7362528
"943","wh",24,"that","gap","continuation","GRNN",17.8877863883972
"944","wh",24,"that","gap","continuation","JRNN",21.4962368011475
"945","wh",24,"that","gap","continuation","NGRAM",24.3777027097541
"946","wh",24,"that","nogap","embed_obj","GPT2",2.75139021873474
"947","wh",24,"that","nogap","embed_obj","GPT3",2.9864044
"948","wh",24,"that","nogap","embed_obj","GRNN",6.88121557235718
"949","wh",24,"that","nogap","embed_obj","JRNN",4.52002882957459
"950","wh",24,"that","nogap","embed_obj","NGRAM",13.7028224422861
"951","wh",24,"what","gap","continuation","GPT2",11.568660736084
"952","wh",24,"what","gap","continuation","GPT3",12.3368387
"953","wh",24,"what","gap","continuation","GRNN",18.20969414711
"954","wh",24,"what","gap","continuation","JRNN",22.5200896263122
"955","wh",24,"what","gap","continuation","NGRAM",24.3777027097541
"956","wh",24,"what","nogap","embed_obj","GPT2",2.62346732616425
"957","wh",24,"what","nogap","embed_obj","GPT3",2.8075859
"958","wh",24,"what","nogap","embed_obj","GRNN",7.24593830108643
"959","wh",24,"what","nogap","embed_obj","JRNN",4.81510210037231
"960","wh",24,"what","nogap","embed_obj","NGRAM",13.7028224422861
