test,item,lisc,pron,island,region,model,surprisal
gender_adjunct,2,fem,fem,island,pronoun,GPT2,0.808506429195404
gender_adjunct,2,fem,male,island,pronoun,GPT2,6.01475954055786
gender_adjunct,3,male,fem,obj,pronoun,GPT2,4.46650314331055
gender_adjunct,3,male,male,obj,pronoun,GPT2,5.0590705871582
gender_adjunct,3,male,fem,island,pronoun,GPT2,3.46506881713867
gender_adjunct,3,male,male,island,pronoun,GPT2,4.15311813354492
gender_sent-subj,3,male,fem,island,pronoun,GPT2,4.31035089492798
gender_sent-subj,3,male,male,island,pronoun,GPT2,5.30736017227173
gender_subj,3,male,fem,island,pronoun,GPT2,5.5147647857666
gender_subj,3,male,male,island,pronoun,GPT2,4.58913612365723
gender_sent-subj,3,male,fem,obj,pronoun,GPT2,4.33267593383789
gender_sent-subj,3,male,male,obj,pronoun,GPT2,5.45112991333008
gender_subj,3,male,fem,obj,pronoun,GPT2,5.45872783660889
gender_subj,3,male,male,obj,pronoun,GPT2,4.36262035369873
gender_wh,3,male,fem,obj,pronoun,GPT2,4.26608276367188
gender_wh,3,male,male,obj,pronoun,GPT2,4.67256927490234
gender_wh,3,male,fem,island,pronoun,GPT2,4.30043888092041
gender_wh,3,male,male,island,pronoun,GPT2,4.86867618560791
gender_cnp,3,male,fem,obj,pronoun,GPT2,4.92006063461304
gender_cnp,3,male,fem,obj,pronoun,GPT2,4.92006063461304
gender_coord,3,male,fem,obj,pronoun,GPT2,4.92006063461304
gender_coord,3,male,fem,obj,pronoun,GPT2,4.92006063461304
gender_cnp,3,male,male,obj,pronoun,GPT2,4.43794393539429
gender_cnp,3,male,male,obj,pronoun,GPT2,4.43794393539429
gender_coord,3,male,male,obj,pronoun,GPT2,4.43794393539429
gender_coord,3,male,male,obj,pronoun,GPT2,4.43794393539429
gender_coord,3,male,fem,island,pronoun,GPT2,6.22194480895996
gender_coord,3,male,male,island,pronoun,GPT2,5.83307456970215
gender_cnp,3,male,fem,island,pronoun,GPT2,4.42267036437988
gender_cnp,3,male,male,island,pronoun,GPT2,4.50242805480957
gender_adjunct,3,fem,fem,obj,pronoun,GPT2,2.42625522613525
gender_adjunct,3,fem,male,obj,pronoun,GPT2,4.02660465240479
gender_adjunct,3,fem,fem,island,pronoun,GPT2,0.403840303421021
gender_adjunct,3,fem,male,island,pronoun,GPT2,6.69637393951416
gender_sent-subj,3,fem,fem,island,pronoun,GPT2,2.41425013542175
gender_sent-subj,3,fem,male,island,pronoun,GPT2,4.94735431671143
gender_subj,3,fem,fem,island,pronoun,GPT2,2.71515536308289
gender_subj,3,fem,male,island,pronoun,GPT2,4.43512630462646
gender_sent-subj,3,fem,fem,obj,pronoun,GPT2,2.49572992324829
gender_sent-subj,3,fem,male,obj,pronoun,GPT2,5.29935693740845
gender_subj,3,fem,fem,obj,pronoun,GPT2,2.41739273071289
gender_subj,3,fem,male,obj,pronoun,GPT2,3.93986129760742
gender_wh,3,fem,fem,obj,pronoun,GPT2,1.26027238368988
gender_wh,3,fem,male,obj,pronoun,GPT2,5.17325162887573
gender_wh,3,fem,fem,island,pronoun,GPT2,1.64923191070557
gender_wh,3,fem,male,island,pronoun,GPT2,4.94069004058838
gender_coord,3,fem,fem,obj,pronoun,GPT2,2.53313136100769
gender_coord,3,fem,fem,obj,pronoun,GPT2,2.53313136100769
gender_cnp,3,fem,fem,obj,pronoun,GPT2,2.53313136100769
gender_cnp,3,fem,fem,obj,pronoun,GPT2,2.53313136100769
gender_coord,3,fem,male,obj,pronoun,GPT2,4.10287952423096
gender_coord,3,fem,male,obj,pronoun,GPT2,4.10287952423096
gender_cnp,3,fem,male,obj,pronoun,GPT2,4.10287952423096
gender_cnp,3,fem,male,obj,pronoun,GPT2,4.10287952423096
gender_coord,3,fem,fem,island,pronoun,GPT2,4.81951236724854
gender_coord,3,fem,male,island,pronoun,GPT2,6.37346744537354
gender_cnp,3,fem,fem,island,pronoun,GPT2,1.8139169216156
gender_cnp,3,fem,male,island,pronoun,GPT2,4.45650291442871
gender_adjunct,24,fem,fem,island,pronoun,GPT2,2.16394996643066
gender_adjunct,24,fem,male,island,pronoun,GPT2,4.26436805725098
gender_wh,24,fem,fem,obj,pronoun,GPT2,1.45164728164673
gender_wh,24,fem,male,obj,pronoun,GPT2,4.28290033340454
gender_wh,24,fem,fem,island,pronoun,GPT2,1.45074272155762
gender_wh,24,fem,male,island,pronoun,GPT2,4.63447380065918
gender_adjunct,24,fem,fem,obj,pronoun,GPT2,1.68793678283691
gender_adjunct,24,fem,male,obj,pronoun,GPT2,4.40983772277832
gender_sent-subj,24,fem,fem,island,pronoun,GPT2,1.4219696521759
gender_sent-subj,24,fem,male,island,pronoun,GPT2,5.55870342254639
gender_subj,24,fem,fem,island,pronoun,GPT2,1.0212664604187
gender_subj,24,fem,male,island,pronoun,GPT2,4.37176465988159
gender_sent-subj,24,fem,fem,obj,pronoun,GPT2,1.57198214530945
gender_sent-subj,24,fem,male,obj,pronoun,GPT2,5.23159694671631
gender_subj,24,fem,fem,obj,pronoun,GPT2,1.43674004077911
gender_subj,24,fem,male,obj,pronoun,GPT2,4.19906902313232
gender_cnp,24,fem,fem,obj,pronoun,GPT2,1.8304979801178
gender_cnp,24,fem,fem,obj,pronoun,GPT2,1.8304979801178
gender_coord,24,fem,fem,obj,pronoun,GPT2,1.8304979801178
gender_coord,24,fem,fem,obj,pronoun,GPT2,1.8304979801178
gender_coord,24,fem,male,obj,pronoun,GPT2,5.09416961669922
gender_coord,24,fem,male,obj,pronoun,GPT2,5.09416961669922
gender_cnp,24,fem,male,obj,pronoun,GPT2,5.09416961669922
gender_cnp,24,fem,male,obj,pronoun,GPT2,5.09416961669922
gender_cnp,24,fem,fem,island,pronoun,GPT2,2.44770169258118
gender_cnp,24,fem,male,island,pronoun,GPT2,4.95092105865479
gender_coord,24,fem,fem,island,pronoun,GPT2,3.92241024971008
gender_coord,24,fem,male,island,pronoun,GPT2,5.80230045318604
gender_adjunct,18,fem,fem,obj,pronoun,GPT2,2.62332606315613
gender_adjunct,18,fem,male,obj,pronoun,GPT2,3.72408747673035
gender_wh,18,fem,fem,obj,pronoun,GPT2,1.83500492572784
gender_wh,18,fem,male,obj,pronoun,GPT2,4.62715721130371
gender_wh,18,fem,fem,island,pronoun,GPT2,2.40942883491516
gender_wh,18,fem,male,island,pronoun,GPT2,4.45662403106689
gender_cnp,18,fem,fem,obj,pronoun,GPT2,2.29652631282806
gender_cnp,18,fem,fem,obj,pronoun,GPT2,2.29652631282806
gender_coord,18,fem,fem,obj,pronoun,GPT2,2.29652631282806
gender_coord,18,fem,fem,obj,pronoun,GPT2,2.29652631282806
gender_cnp,18,fem,male,obj,pronoun,GPT2,5.02735364437103
gender_cnp,18,fem,male,obj,pronoun,GPT2,5.02735364437103
gender_coord,18,fem,male,obj,pronoun,GPT2,5.02735364437103
gender_coord,18,fem,male,obj,pronoun,GPT2,5.02735364437103
gender_cnp,18,fem,fem,island,pronoun,GPT2,1.25061976909637
gender_cnp,18,fem,male,island,pronoun,GPT2,5.7177677154541
gender_coord,18,fem,fem,island,pronoun,GPT2,3.42468762397766
gender_coord,18,fem,male,island,pronoun,GPT2,5.94349384307861
gender_adjunct,18,fem,fem,island,pronoun,GPT2,2.33946585655212
gender_adjunct,18,fem,male,island,pronoun,GPT2,4.36614608764648
gender_sent-subj,18,fem,fem,island,pronoun,GPT2,0.761597335338593
gender_sent-subj,18,fem,male,island,pronoun,GPT2,4.53385972976685
gender_subj,18,fem,fem,island,pronoun,GPT2,2.37345457077026
gender_subj,18,fem,male,island,pronoun,GPT2,3.95945310592651
gender_subj,18,fem,fem,obj,pronoun,GPT2,2.36217021942139
gender_subj,18,fem,male,obj,pronoun,GPT2,4.21318340301514
gender_sent-subj,18,fem,fem,obj,pronoun,GPT2,0.609770178794861
gender_sent-subj,18,fem,male,obj,pronoun,GPT2,4.27783060073853
gender_adjunct,18,male,fem,obj,pronoun,GPT2,4.8036994934082
gender_adjunct,18,male,male,obj,pronoun,GPT2,2.3850212097168
gender_wh,18,male,fem,obj,pronoun,GPT2,5.44696617126465
gender_wh,18,male,male,obj,pronoun,GPT2,3.41262626647949
gender_wh,18,male,fem,island,pronoun,GPT2,5.65361213684082
gender_wh,18,male,male,island,pronoun,GPT2,3.52794098854065
gender_cnp,18,male,fem,obj,pronoun,GPT2,5.18084299564362
gender_cnp,18,male,fem,obj,pronoun,GPT2,5.18084299564362
gender_coord,18,male,fem,obj,pronoun,GPT2,5.18084299564362
gender_coord,18,male,fem,obj,pronoun,GPT2,5.18084299564362
gender_cnp,18,male,male,obj,pronoun,GPT2,4.53228342533112
gender_cnp,18,male,male,obj,pronoun,GPT2,4.53228342533112
gender_coord,18,male,male,obj,pronoun,GPT2,4.53228342533112
gender_coord,18,male,male,obj,pronoun,GPT2,4.53228342533112
gender_cnp,18,male,fem,island,pronoun,GPT2,4.26497173309326
gender_cnp,18,male,male,island,pronoun,GPT2,3.49434971809387
gender_coord,18,male,fem,island,pronoun,GPT2,5.87627792358398
gender_coord,18,male,male,island,pronoun,GPT2,3.92021536827087
gender_adjunct,18,male,fem,island,pronoun,GPT2,5.62334060668945
gender_adjunct,18,male,male,island,pronoun,GPT2,2.81650924682617
gender_sent-subj,18,male,fem,island,pronoun,GPT2,2.62872529029846
gender_sent-subj,18,male,male,island,pronoun,GPT2,2.78590607643127
gender_subj,18,male,fem,island,pronoun,GPT2,4.72057342529297
gender_subj,18,male,male,island,pronoun,GPT2,3.22338128089905
gender_subj,18,male,fem,obj,pronoun,GPT2,4.8731746673584
gender_subj,18,male,male,obj,pronoun,GPT2,3.26509666442871
gender_sent-subj,18,male,fem,obj,pronoun,GPT2,2.67598152160645
gender_sent-subj,18,male,male,obj,pronoun,GPT2,2.38489723205566
gender_sent-subj,20,fem,fem,island,pronoun,GPT2,4.4405752933817
gender_sent-subj,20,fem,male,island,pronoun,GPT2,2.22040622599889
gender_subj,20,fem,fem,island,pronoun,GPT2,5.21225738525391
gender_subj,20,fem,male,island,pronoun,GPT2,1.95702373981476
gender_subj,20,fem,fem,obj,pronoun,GPT2,5.11245489120483
gender_subj,20,fem,male,obj,pronoun,GPT2,1.85669457912445
gender_sent-subj,20,fem,fem,obj,pronoun,GPT2,4.71173205593368
gender_sent-subj,20,fem,male,obj,pronoun,GPT2,2.47176470974227
gender_coord,20,fem,fem,obj,pronoun,GPT2,3.49086284637451
gender_coord,20,fem,fem,obj,pronoun,GPT2,3.49086284637451
gender_cnp,20,fem,fem,obj,pronoun,GPT2,3.49086284637451
gender_cnp,20,fem,fem,obj,pronoun,GPT2,3.49086284637451
gender_coord,20,fem,male,obj,pronoun,GPT2,1.83608543872833
gender_coord,20,fem,male,obj,pronoun,GPT2,1.83608543872833
gender_cnp,20,fem,male,obj,pronoun,GPT2,1.83608543872833
gender_cnp,20,fem,male,obj,pronoun,GPT2,1.83608543872833
gender_coord,20,fem,fem,island,pronoun,GPT2,6.82243919372559
gender_cnp,20,fem,fem,island,pronoun,GPT2,5.49066925048828
gender_cnp,20,fem,male,island,pronoun,GPT2,2.51141357421875
gender_cnp,20,fem,male,island,pronoun,GPT2,2.51141357421875
gender_coord,20,fem,male,island,pronoun,GPT2,2.51141357421875
gender_coord,20,fem,male,island,pronoun,GPT2,2.51141357421875
gender_adjunct,20,fem,fem,island,pronoun,GPT2,3.34453463554382
gender_adjunct,20,fem,male,island,pronoun,GPT2,3.1883761882782
gender_adjunct,20,fem,fem,obj,pronoun,GPT2,3.93298101425171
gender_adjunct,20,fem,male,obj,pronoun,GPT2,2.19330358505249
gender_wh,20,fem,fem,obj,pronoun,GPT2,3.69207143783569
gender_wh,20,fem,male,obj,pronoun,GPT2,3.65281820297241
gender_wh,20,fem,fem,island,pronoun,GPT2,3.83146476745605
gender_wh,20,fem,male,island,pronoun,GPT2,3.71566581726074
gender_sent-subj,20,male,fem,island,pronoun,GPT2,1.88274839689257
gender_sent-subj,20,male,male,island,pronoun,GPT2,4.59692838956835
gender_subj,20,male,fem,island,pronoun,GPT2,1.69844484329224
gender_subj,20,male,male,island,pronoun,GPT2,4.14128541946411
gender_subj,20,male,fem,obj,pronoun,GPT2,1.81820631027222
gender_subj,20,male,male,obj,pronoun,GPT2,3.60788679122925
gender_sent-subj,20,male,fem,obj,pronoun,GPT2,2.2605212321505
gender_sent-subj,20,male,male,obj,pronoun,GPT2,4.66092711593956
gender_cnp,20,male,fem,obj,pronoun,GPT2,1.76800978183746
gender_cnp,20,male,fem,obj,pronoun,GPT2,1.76800978183746
gender_coord,20,male,fem,obj,pronoun,GPT2,1.76800978183746
gender_coord,20,male,fem,obj,pronoun,GPT2,1.76800978183746
gender_coord,20,male,male,obj,pronoun,GPT2,2.99277925491333
gender_coord,20,male,male,obj,pronoun,GPT2,2.99277925491333
gender_cnp,20,male,male,obj,pronoun,GPT2,2.99277925491333
gender_cnp,20,male,male,obj,pronoun,GPT2,2.99277925491333
gender_coord,20,male,male,island,pronoun,GPT2,5.68463611602783
gender_coord,20,male,fem,island,pronoun,GPT2,2.03601121902466
gender_coord,20,male,fem,island,pronoun,GPT2,2.03601121902466
gender_cnp,20,male,fem,island,pronoun,GPT2,2.03601121902466
gender_cnp,20,male,fem,island,pronoun,GPT2,2.03601121902466
gender_cnp,20,male,male,island,pronoun,GPT2,3.24551439285278
gender_adjunct,20,male,fem,island,pronoun,GPT2,2.00706052780151
gender_adjunct,20,male,male,island,pronoun,GPT2,3.76297330856323
gender_adjunct,20,male,fem,obj,pronoun,GPT2,3.02208161354065
gender_adjunct,20,male,male,obj,pronoun,GPT2,4.34395027160645
gender_wh,20,male,fem,obj,pronoun,GPT2,1.81427407264709
gender_wh,20,male,male,obj,pronoun,GPT2,4.86027145385742
gender_wh,20,male,fem,island,pronoun,GPT2,1.61928570270538
gender_wh,20,male,male,island,pronoun,GPT2,4.90406799316406
gender_coord,10,fem,fem,obj,pronoun,GPT2,1.0351574420929
gender_coord,10,fem,fem,obj,pronoun,GPT2,1.0351574420929
gender_cnp,10,fem,fem,obj,pronoun,GPT2,1.0351574420929
gender_cnp,10,fem,fem,obj,pronoun,GPT2,1.0351574420929
gender_coord,10,fem,male,obj,pronoun,GPT2,6.32271671295166
gender_coord,10,fem,male,obj,pronoun,GPT2,6.32271671295166
gender_cnp,10,fem,male,obj,pronoun,GPT2,6.32271671295166
gender_cnp,10,fem,male,obj,pronoun,GPT2,6.32271671295166
gender_cnp,10,fem,fem,island,pronoun,GPT2,1.52376222610474
gender_cnp,10,fem,male,island,pronoun,GPT2,4.62624025344849
gender_coord,10,fem,fem,island,pronoun,GPT2,3.52995920181274
gender_coord,10,fem,male,island,pronoun,GPT2,3.06692361831665
gender_wh,10,fem,fem,obj,pronoun,GPT2,3.32628607749939
gender_wh,10,fem,male,obj,pronoun,GPT2,5.34271240234375
gender_wh,10,fem,fem,island,pronoun,GPT2,2.65596628189087
gender_wh,10,fem,male,island,pronoun,GPT2,4.27605295181274
gender_adjunct,10,fem,fem,obj,pronoun,GPT2,2.63557910919189
gender_adjunct,10,fem,male,obj,pronoun,GPT2,4.04832172393799
gender_adjunct,15,fem,fem,obj,pronoun,GPT2,2.01948809623718
gender_adjunct,15,fem,male,obj,pronoun,GPT2,4.06453227996826
gender_adjunct,10,fem,fem,island,pronoun,GPT2,2.69913530349731
gender_adjunct,10,fem,male,island,pronoun,GPT2,4.93297624588013
gender_adjunct,15,fem,fem,island,pronoun,GPT2,1.22646999359131
gender_adjunct,15,fem,male,island,pronoun,GPT2,5.13144588470459
gender_wh,15,fem,fem,obj,pronoun,GPT2,1.32026088237762
gender_wh,15,fem,male,obj,pronoun,GPT2,5.04685401916504
gender_wh,15,fem,fem,island,pronoun,GPT2,1.40649473667145
gender_wh,15,fem,male,island,pronoun,GPT2,4.99464464187622
gender_sent-subj,10,fem,fem,island,pronoun,GPT2,1.65692508220673
gender_sent-subj,10,fem,male,island,pronoun,GPT2,6.79836654663086
gender_subj,10,fem,fem,island,pronoun,GPT2,1.75946617126465
gender_subj,10,fem,male,island,pronoun,GPT2,4.48599052429199
gender_sent-subj,10,fem,fem,obj,pronoun,GPT2,0.90075296163559
gender_sent-subj,10,fem,male,obj,pronoun,GPT2,6.05607986450195
gender_cnp,15,fem,fem,obj,pronoun,GPT2,1.32072675228119
gender_coord,15,fem,fem,obj,pronoun,GPT2,1.32072675228119
gender_cnp,15,fem,male,obj,pronoun,GPT2,4.53669214248657
gender_coord,15,fem,male,obj,pronoun,GPT2,4.53669214248657
gender_cnp,15,fem,fem,island,pronoun,GPT2,1.95624089241028
gender_cnp,15,fem,male,island,pronoun,GPT2,3.54815220832825
gender_coord,15,fem,fem,island,pronoun,GPT2,5.13282299041748
gender_coord,15,fem,male,island,pronoun,GPT2,7.06713390350342
gender_subj,10,fem,fem,obj,pronoun,GPT2,2.02502274513245
gender_subj,10,fem,male,obj,pronoun,GPT2,4.26276969909668
gender_sent-subj,15,fem,fem,island,pronoun,GPT2,2.80683946609497
gender_sent-subj,15,fem,male,island,pronoun,GPT2,5.23906755447388
gender_subj,15,fem,fem,island,pronoun,GPT2,1.69086062908173
gender_subj,15,fem,male,island,pronoun,GPT2,4.23762130737305
gender_sent-subj,15,fem,fem,obj,pronoun,GPT2,1.537761926651
gender_sent-subj,15,fem,male,obj,pronoun,GPT2,4.24928665161133
gender_subj,15,fem,fem,obj,pronoun,GPT2,0.913787543773651
gender_subj,15,fem,male,obj,pronoun,GPT2,5.96472883224487
gender_sent-subj,13,male,fem,island,pronoun,GPT2,3.61103200912476
gender_sent-subj,13,male,male,island,pronoun,GPT2,3.23009634017944
gender_subj,13,male,fem,island,pronoun,GPT2,4.82082271575928
gender_subj,13,male,male,island,pronoun,GPT2,2.2996666431427
gender_sent-subj,13,male,fem,obj,pronoun,GPT2,3.22495603561401
gender_sent-subj,13,male,male,obj,pronoun,GPT2,3.47288084030151
gender_subj,13,male,fem,obj,pronoun,GPT2,4.64767646789551
gender_subj,13,male,male,obj,pronoun,GPT2,4.34940528869629
gender_wh,13,male,fem,obj,pronoun,GPT2,2.77324485778809
gender_wh,13,male,male,obj,pronoun,GPT2,3.47238731384277
gender_wh,13,male,fem,island,pronoun,GPT2,3.1321907043457
gender_wh,13,male,male,island,pronoun,GPT2,3.42081069946289
gender_adjunct,13,male,fem,island,pronoun,GPT2,3.0184006690979
gender_adjunct,13,male,male,island,pronoun,GPT2,2.41614389419556
gender_adjunct,13,male,fem,obj,pronoun,GPT2,3.01322555541992
gender_adjunct,13,male,male,obj,pronoun,GPT2,3.16847610473633
gender_coord,13,male,fem,obj,pronoun,GPT2,3.20151519775391
gender_coord,13,male,fem,obj,pronoun,GPT2,3.20151519775391
gender_cnp,13,male,fem,obj,pronoun,GPT2,3.20151519775391
gender_cnp,13,male,fem,obj,pronoun,GPT2,3.20151519775391
gender_coord,13,male,male,obj,pronoun,GPT2,3.00123596191406
gender_coord,13,male,male,obj,pronoun,GPT2,3.00123596191406
gender_cnp,13,male,male,obj,pronoun,GPT2,3.00123596191406
gender_cnp,13,male,male,obj,pronoun,GPT2,3.00123596191406
gender_cnp,13,male,fem,island,pronoun,GPT2,2.00268840789795
gender_cnp,13,male,male,island,pronoun,GPT2,2.73076915740967
gender_coord,13,male,fem,island,pronoun,GPT2,5.18097686767578
gender_coord,13,male,male,island,pronoun,GPT2,2.78886437416077
gender_sent-subj,13,fem,fem,island,pronoun,GPT2,1.75630736351013
gender_sent-subj,13,fem,male,island,pronoun,GPT2,4.5355281829834
gender_subj,13,fem,fem,island,pronoun,GPT2,1.7280547618866
gender_subj,13,fem,male,island,pronoun,GPT2,4.62321949005127
gender_sent-subj,13,fem,fem,obj,pronoun,GPT2,1.08761084079742
gender_sent-subj,13,fem,male,obj,pronoun,GPT2,4.86894464492798
gender_subj,13,fem,fem,obj,pronoun,GPT2,1.47877883911133
gender_subj,13,fem,male,obj,pronoun,GPT2,5.61928939819336
gender_wh,13,fem,fem,obj,pronoun,GPT2,1.49914085865021
gender_wh,13,fem,male,obj,pronoun,GPT2,4.41598796844482
gender_wh,13,fem,fem,island,pronoun,GPT2,1.52421593666077
gender_wh,13,fem,male,island,pronoun,GPT2,4.58561706542969
gender_adjunct,13,fem,fem,obj,pronoun,GPT2,1.71505284309387
gender_adjunct,13,fem,male,island,pronoun,GPT2,3.73368382453918
gender_adjunct,13,fem,fem,island,pronoun,GPT2,2.32177305221558
gender_adjunct,13,fem,male,obj,pronoun,GPT2,4.74483060836792
gender_cnp,13,fem,fem,obj,pronoun,GPT2,0.663954317569733
gender_cnp,13,fem,fem,obj,pronoun,GPT2,0.663954317569733
gender_coord,13,fem,fem,obj,pronoun,GPT2,0.663954317569733
gender_coord,13,fem,fem,obj,pronoun,GPT2,0.663954317569733
gender_coord,13,fem,male,obj,pronoun,GPT2,5.15397500991821
gender_coord,13,fem,male,obj,pronoun,GPT2,5.15397500991821
gender_cnp,13,fem,male,obj,pronoun,GPT2,5.15397500991821
gender_cnp,13,fem,male,obj,pronoun,GPT2,5.15397500991821
gender_cnp,13,fem,fem,island,pronoun,GPT2,0.327648103237152
gender_cnp,13,fem,male,island,pronoun,GPT2,4.40900039672852
gender_coord,13,fem,fem,island,pronoun,GPT2,3.22245264053345
gender_coord,13,fem,male,island,pronoun,GPT2,3.36270380020142
gender_coord,2,male,fem,obj,pronoun,GPT2,3.49851417541504
gender_coord,2,male,fem,obj,pronoun,GPT2,3.49851417541504
gender_cnp,2,male,fem,obj,pronoun,GPT2,3.49851417541504
gender_cnp,2,male,fem,obj,pronoun,GPT2,3.49851417541504
gender_coord,2,male,male,obj,pronoun,GPT2,2.35505104064941
gender_coord,2,male,male,obj,pronoun,GPT2,2.35505104064941
gender_cnp,2,male,male,obj,pronoun,GPT2,2.35505104064941
gender_cnp,2,male,male,obj,pronoun,GPT2,2.35505104064941
gender_cnp,2,male,fem,island,pronoun,GPT2,3.77579689025879
gender_cnp,2,male,male,island,pronoun,GPT2,2.1340274810791
gender_coord,2,male,fem,island,pronoun,GPT2,5.63779640197754
gender_coord,2,male,male,island,pronoun,GPT2,4.45655250549316
gender_adjunct,2,male,fem,obj,pronoun,GPT2,1.91677594184875
gender_adjunct,2,male,male,obj,pronoun,GPT2,2.630215883255
gender_wh,2,male,fem,obj,pronoun,GPT2,2.09855508804321
gender_wh,2,male,male,obj,pronoun,GPT2,3.78771066665649
gender_wh,2,male,fem,island,pronoun,GPT2,2.24725103378296
gender_wh,2,male,male,island,pronoun,GPT2,3.71581029891968
gender_sent-subj,2,male,fem,island,pronoun,GPT2,2.96378207206726
gender_sent-subj,2,male,male,island,pronoun,GPT2,2.21766543388367
gender_subj,2,male,fem,island,pronoun,GPT2,3.66916155815125
gender_subj,2,male,male,island,pronoun,GPT2,2.08133959770203
gender_subj,2,male,fem,obj,pronoun,GPT2,3.82080841064453
gender_subj,2,male,male,obj,pronoun,GPT2,2.72290802001953
gender_sent-subj,2,male,fem,obj,pronoun,GPT2,2.80866885185242
gender_sent-subj,2,male,male,obj,pronoun,GPT2,1.9121310710907
gender_adjunct,2,male,fem,island,pronoun,GPT2,1.48587954044342
gender_adjunct,2,male,male,island,pronoun,GPT2,4.26703786849976
gender_adjunct,11,male,fem,obj,pronoun,GPT2,4.27608203887939
gender_adjunct,11,male,male,obj,pronoun,GPT2,2.40484356880188
gender_adjunct,11,male,fem,island,pronoun,GPT2,4.76488304138184
gender_adjunct,11,male,male,island,pronoun,GPT2,3.31747245788574
gender_sent-subj,11,male,fem,island,pronoun,GPT2,19.2591977119446
gender_sent-subj,11,male,male,island,pronoun,GPT2,17.102680683136
gender_subj,11,male,fem,island,pronoun,GPT2,5.26809787750244
gender_subj,11,male,male,island,pronoun,GPT2,3.53552341461182
gender_sent-subj,11,male,fem,obj,pronoun,GPT2,20.2495250701904
gender_sent-subj,11,male,male,obj,pronoun,GPT2,18.2450542449951
gender_subj,11,male,fem,obj,pronoun,GPT2,5.39907121658325
gender_subj,11,male,male,obj,pronoun,GPT2,3.54958391189575
gender_wh,11,male,fem,obj,pronoun,GPT2,4.48335599899292
gender_wh,11,male,male,obj,pronoun,GPT2,3.18115568161011
gender_cnp,11,male,fem,obj,pronoun,GPT2,4.95932483673096
gender_cnp,11,male,fem,obj,pronoun,GPT2,4.95932483673096
gender_coord,11,male,fem,obj,pronoun,GPT2,4.95932483673096
gender_coord,11,male,fem,obj,pronoun,GPT2,4.95932483673096
gender_coord,11,male,male,obj,pronoun,GPT2,3.27174115180969
gender_coord,11,male,male,obj,pronoun,GPT2,3.27174115180969
gender_cnp,11,male,male,obj,pronoun,GPT2,3.27174115180969
gender_cnp,11,male,male,obj,pronoun,GPT2,3.27174115180969
gender_cnp,11,male,fem,island,pronoun,GPT2,3.71558737754822
gender_cnp,11,male,male,island,pronoun,GPT2,2.69449973106384
gender_coord,11,male,fem,island,pronoun,GPT2,7.78517818450928
gender_coord,11,male,male,island,pronoun,GPT2,5.07162380218506
gender_wh,11,male,fem,island,pronoun,GPT2,5.42123794555664
gender_wh,11,male,male,island,pronoun,GPT2,3.27481484413147
gender_adjunct,8,fem,fem,island,pronoun,GPT2,2.43235778808594
gender_adjunct,8,fem,male,island,pronoun,GPT2,4.69908142089844
gender_cnp,8,fem,fem,obj,pronoun,GPT2,1.60770428180695
gender_cnp,8,fem,fem,obj,pronoun,GPT2,1.60770428180695
gender_coord,8,fem,fem,obj,pronoun,GPT2,1.60770428180695
gender_coord,8,fem,fem,obj,pronoun,GPT2,1.60770428180695
gender_cnp,8,fem,male,obj,pronoun,GPT2,3.48867797851562
gender_cnp,8,fem,male,obj,pronoun,GPT2,3.48867797851562
gender_coord,8,fem,male,obj,pronoun,GPT2,3.48867797851562
gender_coord,8,fem,male,obj,pronoun,GPT2,3.48867797851562
gender_cnp,8,fem,fem,island,pronoun,GPT2,2.18736839294434
gender_cnp,8,fem,male,island,pronoun,GPT2,3.53108024597168
gender_coord,8,fem,fem,island,pronoun,GPT2,4.68878269195557
gender_coord,8,fem,male,island,pronoun,GPT2,6.46579074859619
gender_sent-subj,8,fem,fem,island,pronoun,GPT2,1.78767263889313
gender_sent-subj,8,fem,male,island,pronoun,GPT2,3.29587411880493
gender_subj,8,fem,fem,island,pronoun,GPT2,4.20251417160034
gender_subj,8,fem,male,island,pronoun,GPT2,5.76968717575073
gender_sent-subj,8,fem,fem,obj,pronoun,GPT2,2.20327925682068
gender_sent-subj,8,fem,male,obj,pronoun,GPT2,4.14602851867676
gender_subj,8,fem,fem,obj,pronoun,GPT2,4.10746908187866
gender_subj,8,fem,male,obj,pronoun,GPT2,6.17225027084351
gender_wh,8,fem,fem,obj,pronoun,GPT2,1.7133040428161599
gender_wh,8,fem,male,obj,pronoun,GPT2,4.10830068588257
gender_wh,8,fem,fem,island,pronoun,GPT2,1.86897420883179
gender_wh,8,fem,male,island,pronoun,GPT2,4.0005202293396
gender_adjunct,8,fem,fem,obj,pronoun,GPT2,3.26671314239502
gender_adjunct,8,fem,male,obj,pronoun,GPT2,4.98234272003174
gender_adjunct,8,male,fem,island,pronoun,GPT2,4.11691999435425
gender_adjunct,8,male,male,island,pronoun,GPT2,2.63032484054565
gender_sent-subj,17,male,fem,island,pronoun,GPT2,5.10778331756592
gender_sent-subj,17,male,male,island,pronoun,GPT2,3.10026836395264
gender_subj,17,male,fem,island,pronoun,GPT2,4.70774269104004
gender_subj,17,male,male,island,pronoun,GPT2,1.23184382915497
gender_coord,8,male,fem,obj,pronoun,GPT2,4.46343898773193
gender_coord,8,male,fem,obj,pronoun,GPT2,4.46343898773193
gender_cnp,8,male,fem,obj,pronoun,GPT2,4.46343898773193
gender_cnp,8,male,fem,obj,pronoun,GPT2,4.46343898773193
