test,item,lisc,pron,island,region,model,surprisal
gender_subj,13,male,fem,obj,pronoun,JRNN,7.5377254486084
gender_subj,13,male,male,obj,pronoun,JRNN,4.76246738433838
gender_wh,13,male,fem,obj,pronoun,JRNN,7.78730535507202
gender_wh,13,male,male,obj,pronoun,JRNN,4.26942920684814
gender_wh,13,male,fem,island,pronoun,JRNN,6.77868366241455
gender_wh,13,male,male,island,pronoun,JRNN,4.29970264434814
gender_adjunct,13,male,fem,island,pronoun,JRNN,7.26581192016602
gender_adjunct,13,male,male,island,pronoun,JRNN,5.32151222229004
gender_adjunct,13,male,fem,obj,pronoun,JRNN,8.0593729019165
gender_adjunct,13,male,male,obj,pronoun,JRNN,3.40751695632935
gender_coord,13,male,fem,obj,pronoun,JRNN,7.01293277740479
gender_coord,13,male,fem,obj,pronoun,JRNN,7.01293277740479
gender_cnp,13,male,fem,obj,pronoun,JRNN,7.01293277740479
gender_cnp,13,male,fem,obj,pronoun,JRNN,7.01293277740479
gender_coord,13,male,male,obj,pronoun,JRNN,4.09331703186035
gender_coord,13,male,male,obj,pronoun,JRNN,4.09331703186035
gender_cnp,13,male,male,obj,pronoun,JRNN,4.09331703186035
gender_cnp,13,male,male,obj,pronoun,JRNN,4.09331703186035
gender_cnp,13,male,fem,island,pronoun,JRNN,7.81870412826538
gender_cnp,13,male,male,island,pronoun,JRNN,3.5422029495239302
gender_coord,13,male,fem,island,pronoun,JRNN,10.0568227767944
gender_coord,13,male,male,island,pronoun,JRNN,5.25667905807495
gender_sent-subj,13,fem,fem,island,pronoun,JRNN,2.02514624595642
gender_sent-subj,13,fem,male,island,pronoun,JRNN,8.26974964141846
gender_subj,13,fem,fem,island,pronoun,JRNN,1.21963024139404
gender_subj,13,fem,male,island,pronoun,JRNN,6.1677074432373
gender_sent-subj,13,fem,fem,obj,pronoun,JRNN,1.01466178894043
gender_sent-subj,13,fem,male,obj,pronoun,JRNN,8.09106540679932
gender_subj,13,fem,fem,obj,pronoun,JRNN,1.74379241466522
gender_subj,13,fem,male,obj,pronoun,JRNN,8.30623817443848
gender_wh,13,fem,fem,obj,pronoun,JRNN,1.58437621593475
gender_wh,13,fem,male,obj,pronoun,JRNN,8.9268217086792
gender_wh,13,fem,fem,island,pronoun,JRNN,0.99442994594574
gender_wh,13,fem,male,island,pronoun,JRNN,8.66888999938965
gender_adjunct,13,fem,fem,obj,pronoun,JRNN,2.83774566650391
gender_adjunct,13,fem,male,island,pronoun,JRNN,7.97968864440918
gender_adjunct,13,fem,fem,island,pronoun,JRNN,3.46539378166199
gender_adjunct,13,fem,male,obj,pronoun,JRNN,8.9538688659668
gender_cnp,13,fem,fem,obj,pronoun,JRNN,0.685156643390656
gender_cnp,13,fem,fem,obj,pronoun,JRNN,0.685156643390656
gender_coord,13,fem,fem,obj,pronoun,JRNN,0.685156643390656
gender_coord,13,fem,fem,obj,pronoun,JRNN,0.685156643390656
gender_coord,13,fem,male,obj,pronoun,JRNN,7.99772977828979
gender_coord,13,fem,male,obj,pronoun,JRNN,7.99772977828979
gender_cnp,13,fem,male,obj,pronoun,JRNN,7.99772977828979
gender_cnp,13,fem,male,obj,pronoun,JRNN,7.99772977828979
gender_cnp,13,fem,fem,island,pronoun,JRNN,0.973530232906342
gender_cnp,13,fem,male,island,pronoun,JRNN,5.87391567230225
gender_coord,13,fem,fem,island,pronoun,JRNN,5.60243606567383
gender_coord,13,fem,male,island,pronoun,JRNN,6.74718284606934
gender_coord,2,male,fem,obj,pronoun,JRNN,8.80456066131592
gender_coord,2,male,fem,obj,pronoun,JRNN,8.80456066131592
gender_cnp,2,male,fem,obj,pronoun,JRNN,8.80456066131592
gender_cnp,2,male,fem,obj,pronoun,JRNN,8.80456066131592
gender_coord,2,male,male,obj,pronoun,JRNN,3.67121553421021
gender_coord,2,male,male,obj,pronoun,JRNN,3.67121553421021
gender_cnp,2,male,male,obj,pronoun,JRNN,3.67121553421021
gender_cnp,2,male,male,obj,pronoun,JRNN,3.67121553421021
gender_cnp,2,male,fem,island,pronoun,JRNN,8.16295146942139
gender_cnp,2,male,male,island,pronoun,JRNN,2.24643015861511
gender_coord,2,male,fem,island,pronoun,JRNN,10.0130367279053
gender_coord,2,male,male,island,pronoun,JRNN,5.23234558105469
gender_adjunct,2,male,fem,obj,pronoun,JRNN,6.28712320327759
gender_adjunct,2,male,male,obj,pronoun,JRNN,5.67151069641113
gender_wh,2,male,fem,obj,pronoun,JRNN,6.16835021972656
gender_wh,2,male,male,obj,pronoun,JRNN,4.31109857559204
gender_wh,2,male,fem,island,pronoun,JRNN,5.55896282196045
gender_wh,2,male,male,island,pronoun,JRNN,3.76373648643494
gender_sent-subj,2,male,fem,island,pronoun,JRNN,7.07340431213379
gender_sent-subj,2,male,male,island,pronoun,JRNN,2.77318048477173
gender_subj,2,male,fem,island,pronoun,JRNN,7.44918870925903
gender_subj,2,male,male,island,pronoun,JRNN,2.2039461135864302
gender_subj,2,male,fem,obj,pronoun,JRNN,8.7875452041626
gender_subj,2,male,male,obj,pronoun,JRNN,4.26038837432861
gender_sent-subj,2,male,fem,obj,pronoun,JRNN,5.66503047943115
gender_sent-subj,2,male,male,obj,pronoun,JRNN,1.63304173946381
gender_adjunct,2,male,fem,island,pronoun,JRNN,7.78807306289673
gender_adjunct,2,male,male,island,pronoun,JRNN,5.45749473571777
gender_adjunct,11,male,fem,obj,pronoun,JRNN,9.62660598754883
gender_adjunct,11,male,male,obj,pronoun,JRNN,3.77605628967285
gender_adjunct,11,male,fem,island,pronoun,JRNN,9.34165000915527
gender_adjunct,11,male,male,island,pronoun,JRNN,3.19101405143738
gender_sent-subj,11,male,fem,island,pronoun,JRNN,7.56579256057739
gender_sent-subj,11,male,male,island,pronoun,JRNN,2.99554085731506
gender_subj,11,male,fem,island,pronoun,JRNN,8.52865028381348
gender_subj,11,male,male,island,pronoun,JRNN,3.24349403381348
gender_sent-subj,11,male,fem,obj,pronoun,JRNN,7.41492605209351
gender_sent-subj,11,male,male,obj,pronoun,JRNN,3.49891829490662
gender_subj,11,male,fem,obj,pronoun,JRNN,9.74668121337891
gender_subj,11,male,male,obj,pronoun,JRNN,5.13222122192383
gender_wh,11,male,fem,obj,pronoun,JRNN,10.5235958099365
gender_wh,11,male,male,obj,pronoun,JRNN,5.00517892837524
gender_cnp,11,male,fem,obj,pronoun,JRNN,9.10731601715088
gender_cnp,11,male,fem,obj,pronoun,JRNN,9.10731601715088
gender_coord,11,male,fem,obj,pronoun,JRNN,9.10731601715088
gender_coord,11,male,fem,obj,pronoun,JRNN,9.10731601715088
gender_coord,11,male,male,obj,pronoun,JRNN,4.19157314300537
gender_coord,11,male,male,obj,pronoun,JRNN,4.19157314300537
gender_cnp,11,male,male,obj,pronoun,JRNN,4.19157314300537
gender_cnp,11,male,male,obj,pronoun,JRNN,4.19157314300537
gender_cnp,11,male,fem,island,pronoun,JRNN,9.81805229187012
gender_cnp,11,male,male,island,pronoun,JRNN,3.71036767959595
gender_coord,11,male,fem,island,pronoun,JRNN,11.5038738250732
gender_coord,11,male,male,island,pronoun,JRNN,5.68088912963867
gender_wh,11,male,fem,island,pronoun,JRNN,9.33536052703857
gender_wh,11,male,male,island,pronoun,JRNN,4.72572994232178
gender_adjunct,8,fem,fem,island,pronoun,JRNN,1.76055133342743
gender_adjunct,8,fem,male,island,pronoun,JRNN,6.81418323516846
gender_cnp,8,fem,fem,obj,pronoun,JRNN,2.31476640701294
gender_cnp,8,fem,fem,obj,pronoun,JRNN,2.31476640701294
gender_coord,8,fem,fem,obj,pronoun,JRNN,2.31476640701294
gender_coord,8,fem,fem,obj,pronoun,JRNN,2.31476640701294
gender_cnp,8,fem,male,obj,pronoun,JRNN,6.6500997543335
gender_cnp,8,fem,male,obj,pronoun,JRNN,6.6500997543335
gender_coord,8,fem,male,obj,pronoun,JRNN,6.6500997543335
gender_coord,8,fem,male,obj,pronoun,JRNN,6.6500997543335
gender_cnp,8,fem,fem,island,pronoun,JRNN,2.61828351020813
gender_cnp,8,fem,male,island,pronoun,JRNN,6.83791208267212
gender_coord,8,fem,fem,island,pronoun,JRNN,7.25982427597046
gender_coord,8,fem,male,island,pronoun,JRNN,10.6041641235352
gender_sent-subj,8,fem,fem,island,pronoun,JRNN,4.31214141845703
gender_sent-subj,8,fem,male,island,pronoun,JRNN,6.3495774269104
gender_subj,8,fem,fem,island,pronoun,JRNN,7.07097244262695
gender_subj,8,fem,male,island,pronoun,JRNN,9.44773197174072
gender_sent-subj,8,fem,fem,obj,pronoun,JRNN,2.82098340988159
gender_sent-subj,8,fem,male,obj,pronoun,JRNN,4.60836458206177
gender_subj,8,fem,fem,obj,pronoun,JRNN,6.25191688537598
gender_subj,8,fem,male,obj,pronoun,JRNN,9.50325965881348
gender_wh,8,fem,fem,obj,pronoun,JRNN,1.86928749084473
gender_wh,8,fem,male,obj,pronoun,JRNN,6.05660820007324
gender_wh,8,fem,fem,island,pronoun,JRNN,1.90561234951019
gender_wh,8,fem,male,island,pronoun,JRNN,6.21028566360474
gender_adjunct,8,fem,fem,obj,pronoun,JRNN,5.13216972351074
gender_adjunct,8,fem,male,obj,pronoun,JRNN,6.78588724136353
gender_adjunct,8,male,fem,island,pronoun,JRNN,8.03746891021729
gender_adjunct,8,male,male,island,pronoun,JRNN,2.56990957260132
gender_sent-subj,17,male,fem,island,pronoun,JRNN,9.85812091827393
gender_sent-subj,17,male,male,island,pronoun,JRNN,4.7315354347229
gender_subj,17,male,fem,island,pronoun,JRNN,7.68352699279785
gender_subj,17,male,male,island,pronoun,JRNN,0.857381522655487
gender_coord,8,male,fem,obj,pronoun,JRNN,6.89509916305542
gender_coord,8,male,fem,obj,pronoun,JRNN,6.89509916305542
gender_cnp,8,male,fem,obj,pronoun,JRNN,6.89509916305542
gender_cnp,8,male,fem,obj,pronoun,JRNN,6.89509916305542
gender_cnp,8,male,male,obj,pronoun,JRNN,1.85664856433868
gender_cnp,8,male,male,obj,pronoun,JRNN,1.85664856433868
gender_coord,8,male,male,obj,pronoun,JRNN,1.85664856433868
gender_coord,8,male,male,obj,pronoun,JRNN,1.85664856433868
gender_cnp,8,male,fem,island,pronoun,JRNN,7.6896390914917
gender_cnp,8,male,male,island,pronoun,JRNN,2.71811866760254
gender_coord,8,male,fem,island,pronoun,JRNN,11.8591947555542
gender_coord,8,male,male,island,pronoun,JRNN,6.77394580841064
gender_cnp,17,male,fem,obj,pronoun,JRNN,7.67812204360962
gender_cnp,17,male,fem,obj,pronoun,JRNN,7.67812204360962
gender_coord,17,male,fem,obj,pronoun,JRNN,7.67812204360962
gender_coord,17,male,fem,obj,pronoun,JRNN,7.67812204360962
gender_coord,17,male,male,obj,pronoun,JRNN,1.3692672252655
gender_coord,17,male,male,obj,pronoun,JRNN,1.3692672252655
gender_cnp,17,male,male,obj,pronoun,JRNN,1.3692672252655
gender_cnp,17,male,male,obj,pronoun,JRNN,1.3692672252655
gender_cnp,17,male,fem,island,pronoun,JRNN,8.24715328216553
gender_cnp,17,male,male,island,pronoun,JRNN,2.37769031524658
gender_coord,17,male,fem,island,pronoun,JRNN,12.3692560195923
gender_coord,17,male,male,island,pronoun,JRNN,7.57010364532471
gender_subj,17,male,fem,obj,pronoun,JRNN,8.47365856170654
gender_subj,17,male,male,obj,pronoun,JRNN,2.22221803665161
gender_sent-subj,17,male,fem,obj,pronoun,JRNN,7.50857257843018
gender_sent-subj,17,male,male,obj,pronoun,JRNN,2.79729247093201
gender_adjunct,17,male,fem,obj,pronoun,JRNN,10.1493139266968
gender_adjunct,17,male,male,obj,pronoun,JRNN,4.5816764831543
gender_adjunct,1,male,fem,island,pronoun,JRNN,7.15672492980957
gender_adjunct,1,male,male,island,pronoun,JRNN,2.67229652404785
gender_wh,17,male,fem,obj,pronoun,JRNN,7.83758354187012
gender_wh,17,male,male,obj,pronoun,JRNN,3.90143871307373
gender_wh,17,male,fem,island,pronoun,JRNN,8.19243621826172
gender_wh,17,male,male,island,pronoun,JRNN,4.27002429962158
gender_sent-subj,29,male,fem,island,pronoun,JRNN,12.2671689987183
gender_sent-subj,29,male,male,island,pronoun,JRNN,8.08584785461426
gender_sent-subj,8,male,fem,island,pronoun,JRNN,7.69895076751709
gender_sent-subj,8,male,male,island,pronoun,JRNN,2.08856439590454
gender_subj,29,male,fem,island,pronoun,JRNN,10.1369886398315
gender_subj,29,male,male,island,pronoun,JRNN,4.75984287261963
gender_subj,8,male,fem,island,pronoun,JRNN,9.96150970458984
gender_subj,8,male,male,island,pronoun,JRNN,3.84439420700073
gender_sent-subj,8,male,fem,obj,pronoun,JRNN,7.29178714752197
gender_sent-subj,8,male,male,obj,pronoun,JRNN,0.706037402153015
gender_coord,29,male,fem,obj,pronoun,JRNN,9.73828125
gender_coord,29,male,fem,obj,pronoun,JRNN,9.73828125
gender_cnp,29,male,fem,obj,pronoun,JRNN,9.73828125
gender_cnp,29,male,fem,obj,pronoun,JRNN,9.73828125
gender_cnp,29,male,male,obj,pronoun,JRNN,5.42614698410034
gender_cnp,29,male,male,obj,pronoun,JRNN,5.42614698410034
gender_coord,29,male,male,obj,pronoun,JRNN,5.42614698410034
gender_coord,29,male,male,obj,pronoun,JRNN,5.42614698410034
gender_cnp,29,male,fem,island,pronoun,JRNN,7.38478565216064
gender_cnp,29,male,male,island,pronoun,JRNN,2.26147198677063
gender_coord,29,male,fem,island,pronoun,JRNN,11.8121013641357
gender_coord,29,male,male,island,pronoun,JRNN,7.07076358795166
gender_subj,8,male,fem,obj,pronoun,JRNN,9.66218852996826
gender_subj,8,male,male,obj,pronoun,JRNN,4.78877067565918
gender_subj,29,male,fem,obj,pronoun,JRNN,9.82881736755371
gender_subj,29,male,male,obj,pronoun,JRNN,5.37633943557739
gender_sent-subj,29,male,fem,obj,pronoun,JRNN,10.192325592041
gender_sent-subj,29,male,male,obj,pronoun,JRNN,6.47002649307251
gender_adjunct,1,male,fem,obj,pronoun,JRNN,8.53354358673096
gender_adjunct,1,male,male,obj,pronoun,JRNN,6.18915891647339
gender_sent-subj,1,male,fem,island,pronoun,JRNN,7.72557163238525
gender_sent-subj,1,male,male,island,pronoun,JRNN,4.0803279876709
gender_wh,29,male,fem,obj,pronoun,JRNN,8.86231231689453
gender_wh,29,male,male,obj,pronoun,JRNN,4.03786039352417
gender_subj,1,male,fem,island,pronoun,JRNN,10.7745037078857
gender_subj,1,male,male,island,pronoun,JRNN,3.75915789604187
gender_subj,1,male,fem,obj,pronoun,JRNN,8.46158218383789
gender_subj,1,male,male,obj,pronoun,JRNN,4.50677633285522
gender_sent-subj,1,male,fem,obj,pronoun,JRNN,8.50964069366455
gender_sent-subj,1,male,male,obj,pronoun,JRNN,4.77937126159668
gender_wh,29,male,fem,island,pronoun,JRNN,8.15116310119629
gender_wh,29,male,male,island,pronoun,JRNN,4.05412101745605
gender_adjunct,29,male,fem,island,pronoun,JRNN,9.05612754821777
gender_adjunct,29,male,male,island,pronoun,JRNN,6.33844709396362
gender_adjunct,29,male,fem,obj,pronoun,JRNN,5.81843042373657
gender_adjunct,29,male,male,obj,pronoun,JRNN,1.83136892318726
gender_wh,8,male,fem,obj,pronoun,JRNN,7.01237010955811
gender_wh,8,male,male,obj,pronoun,JRNN,2.14313554763794
gender_wh,8,male,fem,island,pronoun,JRNN,7.1661171913147
gender_wh,8,male,male,island,pronoun,JRNN,2.14653539657593
gender_wh,1,male,fem,obj,pronoun,JRNN,5.78684711456299
gender_wh,1,male,male,obj,pronoun,JRNN,2.03032779693604
gender_cnp,1,male,fem,obj,pronoun,JRNN,7.64506340026855
gender_cnp,1,male,fem,obj,pronoun,JRNN,7.64506340026855
gender_coord,1,male,fem,obj,pronoun,JRNN,7.64506340026855
gender_coord,1,male,fem,obj,pronoun,JRNN,7.64506340026855
gender_coord,1,male,male,obj,pronoun,JRNN,5.22187995910645
gender_coord,1,male,male,obj,pronoun,JRNN,5.22187995910645
gender_cnp,1,male,male,obj,pronoun,JRNN,5.22187995910645
gender_cnp,1,male,male,obj,pronoun,JRNN,5.22187995910645
gender_coord,1,male,fem,island,pronoun,JRNN,10.2463722229004
gender_coord,1,male,male,island,pronoun,JRNN,7.53699207305908
gender_cnp,1,male,fem,island,pronoun,JRNN,5.66141271591187
gender_cnp,1,male,male,island,pronoun,JRNN,3.35376596450806
gender_wh,1,male,fem,island,pronoun,JRNN,6.39677095413208
gender_wh,1,male,male,island,pronoun,JRNN,3.2787721157074
gender_adjunct,17,male,fem,island,pronoun,JRNN,8.99605464935303
gender_adjunct,17,male,male,island,pronoun,JRNN,4.0942325592041
gender_adjunct,8,male,fem,obj,pronoun,JRNN,8.6061897277832
gender_adjunct,8,male,male,obj,pronoun,JRNN,4.90002679824829
gender_sent-subj,9,male,fem,island,pronoun,JRNN,8.72963237762451
gender_sent-subj,9,male,male,island,pronoun,JRNN,4.89559459686279
gender_wh,9,male,fem,obj,pronoun,JRNN,6.9888072013855
gender_wh,9,male,male,obj,pronoun,JRNN,2.09211444854736
gender_subj,9,male,fem,island,pronoun,JRNN,9.20994853973389
gender_subj,9,male,male,island,pronoun,JRNN,2.92334318161011
gender_cnp,9,male,fem,obj,pronoun,JRNN,9.61700248718262
gender_cnp,9,male,fem,obj,pronoun,JRNN,9.61700248718262
gender_coord,9,male,fem,obj,pronoun,JRNN,9.61700248718262
gender_coord,9,male,fem,obj,pronoun,JRNN,9.61700248718262
gender_coord,9,male,male,obj,pronoun,JRNN,5.04175233840942
gender_coord,9,male,male,obj,pronoun,JRNN,5.04175233840942
gender_cnp,9,male,male,obj,pronoun,JRNN,5.04175233840942
gender_cnp,9,male,male,obj,pronoun,JRNN,5.04175233840942
gender_coord,9,male,fem,island,pronoun,JRNN,11.252329826355
gender_coord,9,male,male,island,pronoun,JRNN,6.11033487319946
gender_cnp,9,male,fem,island,pronoun,JRNN,8.93193912506104
gender_cnp,9,male,male,island,pronoun,JRNN,3.90261173248291
gender_sent-subj,9,male,fem,obj,pronoun,JRNN,9.87160015106201
gender_sent-subj,9,male,male,obj,pronoun,JRNN,6.23285055160522
gender_subj,9,male,fem,obj,pronoun,JRNN,8.83661937713623
gender_subj,9,male,male,obj,pronoun,JRNN,3.1960756778717
gender_wh,9,male,fem,island,pronoun,JRNN,5.81082201004028
gender_wh,9,male,male,island,pronoun,JRNN,2.54517674446106
gender_adjunct,9,male,fem,obj,pronoun,JRNN,7.32091665267944
gender_adjunct,9,male,male,obj,pronoun,JRNN,4.39431142807007
gender_adjunct,9,male,fem,island,pronoun,JRNN,6.83468008041382
gender_adjunct,9,male,male,island,pronoun,JRNN,2.67118644714355
gender_sent-subj,9,fem,fem,island,pronoun,JRNN,3.42231559753418
gender_sent-subj,9,fem,male,island,pronoun,JRNN,9.51287651062012
gender_wh,9,fem,fem,obj,pronoun,JRNN,0.76893162727356
gender_wh,9,fem,male,obj,pronoun,JRNN,7.25449895858765
gender_subj,9,fem,fem,island,pronoun,JRNN,3.12922835350037
gender_subj,9,fem,male,island,pronoun,JRNN,7.33085536956787
gender_coord,9,fem,fem,obj,pronoun,JRNN,3.63075017929077
gender_coord,9,fem,fem,obj,pronoun,JRNN,3.63075017929077
gender_cnp,9,fem,fem,obj,pronoun,JRNN,3.63075017929077
gender_cnp,9,fem,fem,obj,pronoun,JRNN,3.63075017929077
gender_cnp,9,fem,male,obj,pronoun,JRNN,10.1543626785278
gender_cnp,9,fem,male,obj,pronoun,JRNN,10.1543626785278
gender_coord,9,fem,male,obj,pronoun,JRNN,10.1543626785278
gender_coord,9,fem,male,obj,pronoun,JRNN,10.1543626785278
gender_coord,9,fem,fem,island,pronoun,JRNN,6.2644829750061
gender_coord,9,fem,male,island,pronoun,JRNN,10.6987228393555
gender_cnp,9,fem,fem,island,pronoun,JRNN,2.93043661117554
gender_cnp,9,fem,male,island,pronoun,JRNN,8.42011451721191
gender_sent-subj,9,fem,fem,obj,pronoun,JRNN,4.71681833267212
gender_sent-subj,9,fem,male,obj,pronoun,JRNN,10.862003326416
gender_subj,9,fem,fem,obj,pronoun,JRNN,2.99088668823242
gender_subj,9,fem,male,obj,pronoun,JRNN,7.63189220428467
gender_wh,9,fem,fem,island,pronoun,JRNN,1.24452090263367
gender_wh,9,fem,male,island,pronoun,JRNN,6.70183324813843
gender_adjunct,9,fem,fem,obj,pronoun,JRNN,6.96572732925415
gender_adjunct,9,fem,male,obj,pronoun,JRNN,8.82158184051514
gender_adjunct,9,fem,fem,island,pronoun,JRNN,1.24807059764862
gender_adjunct,9,fem,male,island,pronoun,JRNN,6.12354183197021
gender_adjunct,11,fem,fem,obj,pronoun,JRNN,4.10941505432129
gender_adjunct,11,fem,male,obj,pronoun,JRNN,6.88529205322266
gender_adjunct,11,fem,fem,island,pronoun,JRNN,2.25908350944519
gender_adjunct,11,fem,male,island,pronoun,JRNN,8.39969253540039
gender_sent-subj,11,fem,fem,island,pronoun,JRNN,1.98764383792877
gender_sent-subj,11,fem,male,island,pronoun,JRNN,7.44529724121094
gender_subj,11,fem,fem,island,pronoun,JRNN,2.58355355262756
gender_subj,11,fem,male,island,pronoun,JRNN,7.40114116668701
gender_sent-subj,11,fem,fem,obj,pronoun,JRNN,2.42559814453125
gender_sent-subj,11,fem,male,obj,pronoun,JRNN,7.9885721206665
gender_subj,11,fem,fem,obj,pronoun,JRNN,4.69692945480347
gender_subj,11,fem,male,obj,pronoun,JRNN,9.26495265960693
gender_wh,11,fem,fem,obj,pronoun,JRNN,4.27437734603882
gender_wh,11,fem,male,obj,pronoun,JRNN,9.67587089538574
gender_cnp,11,fem,fem,obj,pronoun,JRNN,3.76645374298096
gender_cnp,11,fem,fem,obj,pronoun,JRNN,3.76645374298096
gender_coord,11,fem,fem,obj,pronoun,JRNN,3.76645374298096
gender_coord,11,fem,fem,obj,pronoun,JRNN,3.76645374298096
gender_coord,11,fem,male,obj,pronoun,JRNN,9.17873668670654
gender_coord,11,fem,male,obj,pronoun,JRNN,9.17873668670654
gender_cnp,11,fem,male,obj,pronoun,JRNN,9.17873668670654
gender_cnp,11,fem,male,obj,pronoun,JRNN,9.17873668670654
gender_cnp,11,fem,fem,island,pronoun,JRNN,2.23167157173157
gender_cnp,11,fem,male,island,pronoun,JRNN,8.82374954223633
gender_coord,11,fem,fem,island,pronoun,JRNN,5.75972366333008
gender_coord,11,fem,male,island,pronoun,JRNN,10.2030162811279
gender_wh,11,fem,fem,island,pronoun,JRNN,4.76223611831665
gender_wh,11,fem,male,island,pronoun,JRNN,8.39057445526123
gender_adjunct,24,male,fem,island,pronoun,JRNN,6.74441385269165
gender_adjunct,24,male,male,island,pronoun,JRNN,2.83487915992737
gender_wh,24,male,fem,obj,pronoun,JRNN,6.70541381835938
gender_wh,24,male,male,obj,pronoun,JRNN,2.34045267105103
gender_wh,24,male,fem,island,pronoun,JRNN,6.1249623298645
gender_wh,24,male,male,island,pronoun,JRNN,3.02465462684631
gender_adjunct,24,male,fem,obj,pronoun,JRNN,7.11813831329346
gender_adjunct,24,male,male,obj,pronoun,JRNN,2.36627268791199
gender_sent-subj,24,male,fem,island,pronoun,JRNN,7.78385305404663
gender_sent-subj,24,male,male,island,pronoun,JRNN,4.2010555267334
gender_subj,24,male,fem,island,pronoun,JRNN,7.47832345962524
gender_subj,24,male,male,island,pronoun,JRNN,2.13633990287781
gender_sent-subj,24,male,fem,obj,pronoun,JRNN,7.18839454650879
gender_sent-subj,24,male,male,obj,pronoun,JRNN,3.7165105342865
gender_subj,24,male,fem,obj,pronoun,JRNN,7.24960136413574
gender_subj,24,male,male,obj,pronoun,JRNN,3.14117527008057
gender_cnp,24,male,fem,obj,pronoun,JRNN,6.71694278717041
gender_cnp,24,male,fem,obj,pronoun,JRNN,6.71694278717041
gender_coord,24,male,fem,obj,pronoun,JRNN,6.71694278717041
gender_coord,24,male,fem,obj,pronoun,JRNN,6.71694278717041
